"Inw","Industry Name","Industry Colour","Regional Office","Inw Dt","Inw Type","Inw Status","Insp ID","Grt Dt","Consent No","Uploaded Doc","Validity","e_outwardval"
"18393","12776-Intech Apparels","Orange","B09","07/12/16","CfE-Expand","Granted","87084","09/02/17","CTE-302031","CTE-302031","30/06/21","4001--09/02/2017"
"17319","30150-Adarsha Hospital","Orange","UDP","08/12/16","CfO-Fresh","Rejected","87218","09/02/17","AW-Rejected","AW-Rejected","",""
"18441","31364-Rns Infrastructure Ltd.,","Green","SHM","14/11/16","CfO-Fresh","Granted","87422","09/02/17","AW-103677","AW-103677","30/06/21","4000--09/02/2017"
"20003","32218-Sree Sitaraghava Vaidyasala","Green","MY1","08/02/17","CfO-Fresh","Granted","87655","09/02/17","AW-103676","AW-103676","30/06/21","3999--09/02/2017"
"19961","32521-Jiojal Aqua Technology Pvt. Ltd","Green","MY1","08/02/17","CfE-Fresh","Granted","87654","09/02/17","CTE-103675","CTE-103675","30/06/21","3998--09/02/2017"
"19682","32177-S.L.V. Saw Mills And Wood Industries","Green","B05","07/02/17","CfO-Renewal","Granted","87629","09/02/17","AW-103674","AW-103674","30/06/21","3997--09/02/2017"
"20094","32374-M\s. Brain Chamber Polymer Pvt Ltd.,","Green","BE2","08/02/17","CfO-Fresh","Granted","87653","08/02/17","AW-103673","AW-103673","30/06/21","3996--08/02/2017"
"20068","32586-Sri. Rachoteshwara Decorticating And Moong Polish Unit","Green","GDG","08/02/17","CfO-Renewal","Granted","87649","08/02/17","AW-103672","AW-103672","30/06/21","3995--08/02/2017"
"13436","28165-Veerabhadreshwara Ginning And Pressing Factory","Green","GDG","08/03/16","CfO-Fresh","Granted","82789","08/02/17","AW-103671","AW-103671","30/06/21","3994--08/02/2017"
"20014","32556-Bhadriya Saw Mill And Wood Industries","Green","HAS","08/02/17","CfO-Fresh","Granted","87639","08/02/17","A-103670","A-103670","30/06/21","3993--08/02/2017"
"18896","31729-Cris Industries","Green","CMR","23/01/17","CfE-Fresh","Granted","87625","08/02/17","CTE-103669","CTE-103669","30/06/21","3992--08/02/2017"
"19867","31919-Aestus Udyog","Green","B01","07/02/17","CfO-Fresh","Granted","87632","08/02/17","W-103668","W-103668","30/06/21","3991--08/02/2017"
"20075","24552-Test case industry test case","Green","KPL","07/02/17","HWM-Fresh","Granted","87635","07/02/17","103667","103667","30/06/21","3990--07/02/2017"
"19370","32036-M\s.Dairy Classic Ice Creams Pvt Ltd","Green","B05","07/02/17","CfO-Renewal","Granted","87631","07/02/17","AW-103666","AW-103666","30/06/21","3989--07/02/2017"
"18754","30453-Shree S.S. Refractories","Orange","BLY","21/11/16","CfE-Fresh","Granted","87093","07/02/17","CTE-302030","CTE-302030","30/06/21","3988--07/02/2017"
"18676","31371-Sanman Ice & Cold Storage","Green","UDP","24/01/17","CfO-Fresh","Granted","87494","07/02/17","AW-103665","AW-103665","30/06/21","3987--07/02/2017"
"18677","27169-Abhiman Ice And Cold Storage","Green","UDP","24/01/17","CfO-Fresh","Granted","87493","07/02/17","AW-103664","AW-103664","30/06/21","3986--07/02/2017"
"19449","29467-Kappec Ltd.,","Green","DHW","03/02/17","CfE-Fresh","Granted","87609","07/02/17","CTE-103663","CTE-103663","30/06/21","3985--07/02/2017"
"19342","32100-Billava Interlock Industries","Green","UDP","24/01/17","CfE-Fresh","Granted","87495","07/02/17","CTE-103662","CTE-103662","30/06/21","3984--07/02/2017"
"19720","32313-Shyamili Hall","Green","UDP","24/01/17","CfE-Fresh","Granted","87501","06/02/17","CTE-103661","CTE-103661","30/06/21","3983--06/02/2017"
"20046","32527-Loyal Enterprise","Green","BE2","06/02/17","CfE-Fresh","Granted","87627","06/02/17","CTE-103660","CTE-103660","30/06/21","3982--06/02/2017"
"19162","31664-M/s. Carlsberg India Pvt. Ltd","Red","MY2","20/12/16","CfE-Fresh","Granted","87076","06/02/17","CTE-302029","CTE-302029","30/06/21","3981--06/02/2017"
"16581","14871-Cadabam's Mental Health Care Services Pvt Ltd","Red","B09","17/08/16","CfO-Renewal","Granted","85965","06/02/17","AW-302028","AW-302028","30/06/21","3980--06/02/2017"
"19086","31745-Banashankari Industries","Green","B09","18/01/17","CfO-Fresh","Granted","87417","06/02/17","AW-103659","AW-103659","30/06/21","3979--06/02/2017"
